Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source
E03604,C**** K*******,IT,C0589,Systems Engineer,Junior,Bachelor,Office,No,0,2,2,64,No,Phone,Turkish,2024-03-05,2024-03-28,B**** K*******,Yes,LinkedIn
E03605,Z**** D*******,Engineering,C0088,Quality-by-Design Engineer,Junior,Bachelor,Field,Yes,2,0,1,27,No,Phone,Turkish,2024-02-08,2024-02-22,D**** S*******,Yes,Email Campaign
E03606,M**** K*******,IT,C0684,Infrastructure Engineer,Senior,Master,Field,Yes,1,5,1,49,No,Email,Turkish,2024-05-13,2024-05-22,E**** T*******,Yes,CRM
E03607,C**** A*******,Operations,C0181,Ops Coordinator,Junior,Bachelor,Office,No,0,2,2,48,No,Email,English,2024-02-17,2024-03-08,F**** O*******,Yes,CRM
E03608,B**** K*******,Production,C0334,Plant Supervisor,Senior,Bachelor,Remote,Yes,4,10,2,64,Yes,LinkedIn,English,2024-07-15,2024-08-13,A**** Y*******,Yes,Fair
E03609,A**** O*******,Marketing,C0733,Marketing Specialist,Junior,Bachelor,Office,No,25,0,5,95,Yes,Phone,Turkish,2024-08-01,2024-08-30,G**** R*******,Yes,CRM
E03610,A**** A*******,IT,C0585,Network Engineer,Senior,High School,Remote,Yes,4,5,0,63,No,Email,Turkish,2024-03-27,2024-04-17,B**** K*******,Yes,Fair
E03611,C**** K*******,IT,C0325,Software Developer,Mid,Bachelor,Office,Yes,3,2,0,85,No,Email,English,2024-08-30,2024-09-05,F**** O*******,Yes,CRM
E03612,L**** A*******,IT,C0514,Software Developer,Director,High School,Office,No,4,10,2,79,Yes,LinkedIn,English,2024-05-06,2024-05-15,B**** K*******,Yes,CRM
E03613,S**** Y*******,Procurement,C0363,Procurement Analyst,Senior,Bachelor,Office,No,8,5,1,82,Yes,Email,Turkish,2024-03-20,2024-04-07,G**** R*******,Yes,CRM
E03614,C**** S*******,Sales,C0704,Sales Manager,Junior,Bachelor,Field,Yes,14,1,5,59,No,Phone,Turkish,2024-03-25,2024-04-12,B**** K*******,Yes,LinkedIn
E03615,C**** D*******,Management,C0212,Country Manager,Director,Master,Factory,Yes,0,16,2,25,No,Email,Turkish,2024-03-27,2024-04-16,G**** R*******,Yes,CRM
E03616,C**** K*******,Management,C0176,Operations Manager,Mid,Bachelor,Office,No,0,3,1,55,Yes,Email,English,2024-03-23,2024-04-01,A**** Y*******,Yes,CRM
E03617,N**** K*******,Operations,C0129,Data Centre Operator,Junior,Bachelor,Office,No,5,1,0,68,No,Email,English,2024-02-22,2024-02-27,F**** O*******,Yes,CRM
E03618,E**** K*******,Engineering,C0200,Mechanical Engineer,Junior,High School,Office,Yes,0,2,0,43,No,Email,Turkish,2024-03-21,2024-04-08,C**** D*******,Yes,CRM
E03619,A**** S*******,Engineering,C0732,Mechanical Engineer,Mid,Bachelor,Field,Yes,7,3,2,77,No,Phone,Turkish,2024-09-13,2024-09-27,A**** Y*******,Yes,LinkedIn
E03620,C**** A*******,Production,C0457,Production Planner,Senior,Bachelor,Office,Yes,2,5,1,38,No,Email,English,2024-03-04,2024-03-24,A**** Y*******,Yes,CRM
E03621,C**** O*******,Procurement,C0544,Procurement Specialist,Senior,Bachelor,Office,No,8,5,0,42,No,Email,English,2024-06-15,2024-07-09,A**** Y*******,Yes,CRM
E03622,K**** O*******,Operations,C0512,Data Centre Operator,Senior,Master,Office,Yes,5,9,2,100,Yes,Phone,Turkish,2024-03-17,2024-03-22,D**** S*******,No,CRM
E03623,E**** Y*******,IT,C0407,Software Developer,Senior,Master,Factory,Yes,7,9,0,57,No,Phone,Turkish,2024-03-03,2024-03-10,A**** Y*******,No,LinkedIn
E03624,C**** K*******,Sales,C0655,Sales Executive,Senior,PhD,Office,No,3,5,3,75,Yes,Phone,English,2024-06-15,2024-06-20,A**** Y*******,No,CRM
E03625,E**** A*******,Engineering,C0416,Quality-by-Design Engineer,Mid,Bachelor,Remote,Yes,7,5,2,50,No,Phone,Turkish,2024-08-15,2024-09-05,B**** K*******,Yes,Webinar
E03626,S**** K*******,IT,C0557,Infrastructure Engineer,Senior,PhD,Office,Yes,3,6,1,80,No,LinkedIn,Turkish,2024-09-06,2024-09-21,A**** Y*******,Yes,CRM
E03627,B**** K*******,Sales,C0450,Sales Manager,Director,Master,Factory,Yes,8,16,1,65,Yes,Phone,English,2024-04-08,2024-05-04,F**** O*******,Yes,CRM
E03628,C**** K*******,Marketing,C0211,Marketing Specialist,Mid,Bachelor,Factory,No,25,4,5,50,Yes,Phone,English,2024-04-08,2024-04-29,D**** S*******,No,CRM
E03629,E**** Y*******,IT,C0357,Systems Engineer,Junior,Bachelor,Office,No,7,1,0,46,No,LinkedIn,English,2024-06-17,2024-06-22,G**** R*******,Yes,Email Campaign
E03630,M**** K*******,IT,C0029,Software Developer,Junior,PhD,Office,Yes,7,0,2,48,No,Email,English,2024-02-25,2024-03-17,A**** Y*******,Yes,CRM
E03631,E**** C*******,Production,C0156,Production Engineer,Junior,Master,Field,No,0,0,1,36,No,Email,English,2024-02-16,2024-02-29,A**** Y*******,Yes,CRM
E03632,D**** D*******,Procurement,C0055,Strategic Buyer,Senior,Master,Office,Yes,3,7,2,100,Yes,Phone,Turkish,2024-05-24,2024-06-22,E**** T*******,No,CRM
E03633,A**** C*******,Engineering,C0551,Quality-by-Design Engineer,Junior,Master,Office,No,1,0,2,69,Yes,Email,Turkish,2024-07-08,2024-07-29,G**** R*******,Yes,CRM
E03634,A**** A*******,Management,C0183,Operations Director,Mid,Bachelor,Office,Yes,0,2,1,84,No,Email,Turkish,2024-07-24,2024-08-08,D**** S*******,Yes,CRM
E03635,E**** U*******,Marketing,C0015,Brand Manager,Senior,Bachelor,Field,No,8,8,3,68,Yes,Phone,Turkish,2024-04-09,2024-05-07,C**** D*******,Yes,CRM
E03636,C**** S*******,Engineering,C0008,Mechanical Engineer,Junior,High School,Field,Yes,3,1,1,59,No,Email,English,2024-02-13,2024-02-20,D**** S*******,Yes,CRM
E03637,A**** A*******,Quality,C0384,QA Technician,Mid,Bachelor,Office,Yes,0,2,2,67,No,Phone,Turkish,2024-05-31,2024-06-20,A**** Y*******,Yes,CRM
E03638,B**** S*******,Operations,C0689,Ops Coordinator,Senior,Master,Office,No,4,7,1,80,Yes,Phone,Turkish,2024-08-17,2024-08-23,A**** Y*******,Yes,CRM
E03639,N**** A*******,Operations,C0677,Data Centre Operator,Junior,Bachelor,Factory,Yes,5,2,0,64,No,Email,English,2024-05-16,2024-06-10,A**** Y*******,Yes,LinkedIn
E03640,O**** A*******,Sales,C0167,Key Account Executive,Junior,Master,Remote,No,33,2,3,77,Yes,Phone,Turkish,2024-05-27,2024-06-10,G**** R*******,Yes,Email Campaign
E03641,E**** K*******,Production,C0501,Plant Supervisor,Senior,High School,Office,No,5,5,1,46,Yes,Email,Turkish,2024-05-16,2024-06-06,H**** N*******,Yes,LinkedIn
E03642,B**** P*******,Management,C0689,Operations Manager,Mid,Bachelor,Factory,Yes,0,3,0,67,Yes,Events,English,2024-08-03,2024-08-09,G**** R*******,Yes,CRM
E03643,E**** C*******,IT,C0301,Systems Engineer,Senior,Bachelor,Office,No,10,8,1,77,Yes,Phone,Turkish,2024-04-16,2024-05-13,H**** N*******,Yes,LinkedIn
E03644,A**** D*******,Quality,C0463,Quality Assurance Lead,Mid,Bachelor,Field,No,3,5,0,58,No,Phone,English,2024-03-01,2024-03-31,A**** Y*******,Yes,CRM
E03645,S**** O*******,Marketing,C0599,Marketing Specialist,Senior,High School,Office,No,25,11,2,73,Yes,Phone,Turkish,2024-08-08,2024-08-28,E**** T*******,Yes,CRM
E03646,T**** A*******,Sales,C0713,Territory Sales Rep,Senior,Bachelor,Office,Yes,29,10,3,57,No,LinkedIn,English,2024-06-14,2024-07-01,A**** Y*******,Yes,CRM
E03647,S**** Y*******,IT,C0368,Infrastructure Engineer,Junior,Bachelor,Office,Yes,5,2,2,60,No,Phone,English,2024-03-12,2024-04-06,G**** R*******,Yes,CRM
E03648,Z**** A*******,Operations,C0569,Logistics Coordinator,Senior,Bachelor,Office,Yes,4,10,2,50,No,Email,English,2024-08-27,2024-09-13,A**** Y*******,Yes,Fair
E03649,S**** G*******,IT,C0698,Network Engineer,Mid,Master,Office,Yes,2,4,1,49,No,LinkedIn,Turkish,2024-04-22,2024-05-06,H**** N*******,Yes,CRM
E03650,S**** K*******,Engineering,C0129,Mechanical Engineer,Director,High School,Office,No,6,10,1,59,No,Phone,English,2024-09-02,2024-09-29,F**** O*******,Yes,CRM
E03651,M**** K*******,Management,C0217,Country Manager,Junior,Master,Remote,Yes,0,2,2,87,No,Email,English,2024-03-17,2024-03-24,F**** O*******,Yes,CRM
E03652,E**** A*******,Engineering,C0033,Electrical Engineer,Senior,Master,Office,No,0,11,1,57,No,Phone,Turkish,2024-03-30,2024-04-28,B**** K*******,Yes,CRM
E03653,A**** P*******,Quality,C0358,QA Specialist,Director,Bachelor,Factory,No,4,14,0,45,No,Email,English,2024-07-19,2024-08-13,F**** O*******,Yes,Email Campaign
E03654,N**** K*******,Quality,C0318,QA Specialist,Junior,Bachelor,Office,Yes,1,0,0,35,No,Email,English,2024-01-03,2024-01-19,C**** D*******,Yes,LinkedIn
E03655,B**** G*******,Marketing,C0340,Marketing Specialist,Mid,Bachelor,Office,No,35,4,1,66,No,LinkedIn,Turkish,2024-03-20,2024-04-12,A**** Y*******,Yes,Webinar
E03656,N**** G*******,Production,C0006,Production Engineer,Junior,High School,Factory,No,1,2,2,38,No,Email,Turkish,2024-07-23,2024-08-11,A**** Y*******,Yes,CRM
E03657,B**** U*******,Management,C0171,Operations Manager,Mid,Bachelor,Factory,No,1,3,1,56,No,Phone,Turkish,2024-01-13,2024-01-20,B**** K*******,Yes,CRM
E03658,O**** K*******,Sales,C0516,Territory Sales Rep,C-Level,Bachelor,Office,No,31,14,3,96,Yes,Phone,Turkish,2024-01-11,2024-02-10,H**** N*******,No,CRM
E03659,E**** K*******,Engineering,C0248,Process Engineer,Mid,Master,Office,No,1,2,1,52,No,Phone,Turkish,2024-08-17,2024-08-23,D**** S*******,Yes,Fair
E03660,E**** A*******,IT,C0468,Infrastructure Engineer,Mid,Bachelor,Office,No,1,6,2,31,No,Email,Turkish,2024-04-03,2024-04-26,D**** S*******,No,CRM
E03661,Z**** S*******,IT,C0166,Network Engineer,Mid,Bachelor,Office,Yes,4,3,2,32,No,Email,English,2024-09-19,2024-10-03,A**** Y*******,Yes,Email Campaign
E03662,E**** K*******,Marketing,C0238,Brand Manager,Mid,High School,Office,Yes,14,6,1,59,No,LinkedIn,Turkish,2024-05-10,2024-05-31,F**** O*******,Yes,CRM
E03663,E**** C*******,Procurement,C0115,Strategic Buyer,Mid,Bachelor,Office,Yes,2,4,1,71,Yes,Email,Turkish,2024-09-12,2024-10-12,F**** O*******,Yes,Webinar
E03664,E**** A*******,Marketing,C0620,Growth Marketer,Junior,Master,Office,No,6,1,5,47,No,Email,English,2024-06-20,2024-07-03,A**** Y*******,Yes,LinkedIn
E03665,B**** A*******,Procurement,C0150,Procurement Analyst,Junior,Master,Office,No,4,0,0,88,Yes,Phone,Turkish,2024-08-17,2024-08-31,A**** Y*******,Yes,Email Campaign
E03666,A**** Y*******,Engineering,C0710,Mechanical Engineer,Junior,High School,Office,No,4,1,1,50,No,Email,English,2024-01-13,2024-01-28,C**** D*******,Yes,LinkedIn
E03667,Z**** D*******,Marketing,C0123,Digital Marketing Executive,Senior,Master,Office,No,24,7,5,56,Yes,Phone,Turkish,2024-04-12,2024-04-18,D**** S*******,Yes,CRM
E03668,A**** A*******,IT,C0196,Software Developer,Mid,Bachelor,Factory,Yes,0,4,0,18,No,Email,Turkish,2024-03-14,2024-03-20,E**** T*******,Yes,LinkedIn
E03669,O**** C*******,Marketing,C0028,Digital Marketing Executive,Senior,Bachelor,Office,Yes,11,6,2,60,Yes,Phone,Turkish,2024-04-24,2024-05-21,C**** D*******,Yes,Fair
E03670,B**** U*******,Operations,C0211,Operations Analyst,Mid,Master,Office,No,6,6,0,60,No,Phone,Turkish,2024-06-17,2024-07-17,D**** S*******,Yes,CRM
E03671,B**** A*******,Quality,C0085,QA Specialist,C-Level,Bachelor,Field,No,1,23,0,57,Yes,LinkedIn,Turkish,2024-07-29,2024-08-22,D**** S*******,Yes,Fair
E03672,L**** K*******,Production,C0161,Plant Supervisor,Director,Bachelor,Office,Yes,1,12,1,35,No,Email,English,2024-07-18,2024-08-15,B**** K*******,Yes,CRM
E03673,C**** Y*******,Production,C0228,Production Planner,Mid,Bachelor,Office,Yes,3,4,0,33,No,Phone,Turkish,2024-01-27,2024-02-08,B**** K*******,Yes,CRM
E03674,O**** Y*******,Engineering,C0009,Process Engineer,Senior,High School,Office,No,2,5,0,64,Yes,Email,Turkish,2024-08-07,2024-08-31,C**** D*******,Yes,CRM
E03675,B**** A*******,Operations,C0164,Data Centre Operator,Senior,Bachelor,Office,No,2,7,2,76,No,Email,English,2024-06-20,2024-07-02,F**** O*******,Yes,Fair
E03676,T**** K*******,Management,C0458,Country Manager,Senior,Bachelor,Factory,No,3,10,2,84,No,Email,English,2024-03-27,2024-04-03,H**** N*******,Yes,CRM
E03677,S**** A*******,Quality,C0399,QA Technician,Mid,Bachelor,Office,No,8,3,1,57,No,Phone,English,2024-03-16,2024-04-06,E**** T*******,Yes,CRM
E03678,C**** A*******,Production,C0237,Production Engineer,Junior,PhD,Factory,Yes,7,0,1,66,No,Email,English,2024-08-20,2024-09-02,A**** Y*******,Yes,Fair
E03679,L**** G*******,Sales,C0609,Territory Sales Rep,Mid,Bachelor,Office,No,9,2,2,62,No,Phone,English,2024-04-01,2024-04-10,C**** D*******,Yes,CRM
E03680,M**** G*******,IT,C0111,Software Developer,Junior,Bachelor,Remote,Yes,1,0,0,68,Yes,Events,Turkish,2024-04-19,2024-05-13,C**** D*******,Yes,LinkedIn
E03681,S**** K*******,Operations,C0472,Logistics Coordinator,Junior,Bachelor,Factory,No,6,1,2,66,No,Email,Turkish,2024-08-27,2024-09-15,E**** T*******,Yes,CRM
E03682,K**** S*******,Engineering,C0344,Quality-by-Design Engineer,Senior,Master,Office,No,3,9,0,43,No,Phone,Turkish,2024-02-14,2024-03-13,C**** D*******,Yes,CRM
E03683,L**** A*******,Sales,C0375,Territory Sales Rep,Junior,High School,Field,No,18,2,3,58,No,Email,English,2024-09-10,2024-09-16,D**** S*******,Yes,CRM
E03684,E**** C*******,Quality,C0191,Quality Assurance Lead,Junior,Master,Office,Yes,3,0,0,21,No,Phone,Turkish,2024-02-27,2024-03-08,D**** S*******,Yes,LinkedIn
E03685,C**** K*******,Management,C0318,Operations Director,Junior,Bachelor,Office,Yes,5,2,0,57,No,Phone,Turkish,2024-07-19,2024-08-08,D**** S*******,Yes,CRM
E03686,S**** P*******,Production,C0022,Plant Supervisor,Mid,Bachelor,Office,No,2,3,1,26,Yes,Email,English,2024-06-20,2024-07-09,D**** S*******,Yes,LinkedIn
E03687,D**** P*******,Sales,C0239,Account Manager,Director,Master,Office,Yes,9,9,4,100,Yes,Email,Turkish,2024-02-18,2024-03-10,B**** K*******,Yes,Email Campaign
E03688,S**** S*******,Production,C0181,Production Engineer,Mid,Bachelor,Field,Yes,0,6,1,49,No,Email,Turkish,2024-03-03,2024-04-01,C**** D*******,Yes,CRM
E03689,L**** Y*******,IT,C0513,Systems Engineer,Junior,Bachelor,Office,No,3,2,1,31,No,Phone,Turkish,2024-07-11,2024-07-21,F**** O*******,Yes,Webinar
E03690,S**** Y*******,Operations,C0376,Data Centre Operator,Mid,Master,Field,No,0,3,0,33,No,Phone,English,2024-01-21,2024-02-10,A**** Y*******,Yes,Webinar
E03691,C**** A*******,Production,C0535,Production Planner,Senior,Bachelor,Field,Yes,1,9,0,94,Yes,Email,English,2024-01-30,2024-02-07,G**** R*******,Yes,CRM
E03692,K**** K*******,Engineering,C0575,Mechanical Engineer,Mid,Master,Office,Yes,2,2,1,54,No,Phone,Turkish,2024-09-11,2024-09-26,B**** K*******,Yes,CRM
E03693,A**** G*******,Production,C0239,Production Engineer,Mid,Bachelor,Remote,Yes,5,4,2,44,No,Email,English,2024-03-29,2024-04-27,C**** D*******,Yes,LinkedIn
E03694,T**** D*******,Procurement,C0533,Strategic Buyer,Junior,Master,Office,No,1,0,1,95,No,Phone,English,2024-06-23,2024-07-09,D**** S*******,Yes,LinkedIn
E03695,T**** C*******,Sales,C0101,Sales Manager,Junior,Master,Office,Yes,25,0,2,50,No,Email,Turkish,2024-02-03,2024-02-26,F**** O*******,No,CRM
E03696,A**** D*******,Production,C0378,Production Engineer,Mid,Bachelor,Office,No,0,4,1,57,No,Email,Turkish,2024-02-24,2024-03-11,H**** N*******,Yes,CRM
E03697,T**** A*******,Engineering,C0311,Quality-by-Design Engineer,Mid,Bachelor,Field,No,5,6,0,60,No,Phone,Turkish,2024-01-07,2024-01-24,C**** D*******,Yes,CRM
E03698,N**** S*******,Sales,C0394,Key Account Executive,Junior,Bachelor,Office,Yes,18,2,2,50,No,Email,English,2024-01-04,2024-01-30,D**** S*******,Yes,Email Campaign
E03699,L**** A*******,Production,C0326,Production Planner,Senior,Bachelor,Office,Yes,5,10,2,65,Yes,Email,Turkish,2024-09-16,2024-10-06,A**** Y*******,Yes,Email Campaign
E03700,E**** Y*******,Operations,C0111,Data Centre Operator,Director,Bachelor,Office,No,1,17,1,89,Yes,Email,English,2024-07-30,2024-08-28,B**** K*******,Yes,Email Campaign
E03701,C**** K*******,Procurement,C0659,Procurement Analyst,Senior,Bachelor,Office,Yes,3,7,2,63,No,Email,Turkish,2024-01-13,2024-01-27,C**** D*******,Yes,Fair
E03702,A**** A*******,IT,C0485,Software Developer,Senior,Master,Factory,No,7,9,1,60,No,LinkedIn,English,2024-06-21,2024-06-26,A**** Y*******,Yes,Webinar
E03703,B**** Y*******,Marketing,C0352,Digital Marketing Executive,Director,Bachelor,Office,Yes,8,10,5,48,No,Phone,Turkish,2024-03-11,2024-04-04,C**** D*******,Yes,Fair
E03704,B**** C*******,Procurement,C0485,Procurement Specialist,Junior,Master,Factory,No,5,1,1,53,Yes,Email,Turkish,2024-08-17,2024-09-07,B**** K*******,Yes,CRM
E03705,Z**** A*******,Production,C0388,Production Engineer,Director,Bachelor,Office,Yes,0,14,0,55,Yes,Email,Turkish,2024-01-22,2024-01-31,A**** Y*******,Yes,CRM
E03706,C**** S*******,Production,C0643,Production Planner,Mid,Master,Field,No,1,5,2,57,No,Email,English,2024-01-11,2024-01-19,A**** Y*******,Yes,CRM
E03707,A**** Y*******,Production,C0136,Production Engineer,Mid,Master,Office,No,0,3,1,49,No,LinkedIn,English,2024-06-22,2024-07-04,D**** S*******,Yes,CRM
E03708,E**** P*******,Production,C0203,Production Planner,Junior,Bachelor,Office,Yes,4,2,2,35,No,Events,English,2024-03-27,2024-04-04,A**** Y*******,Yes,CRM
E03709,O**** G*******,Production,C0342,Production Engineer,Mid,Master,Office,No,2,2,2,48,No,Email,English,2024-08-24,2024-09-17,G**** R*******,Yes,CRM
E03710,A**** Y*******,Production,C0183,Plant Supervisor,Junior,Master,Office,Yes,2,0,1,39,No,Phone,Turkish,2024-02-10,2024-03-08,E**** T*******,No,Email Campaign
E03711,A**** K*******,Procurement,C0224,Procurement Manager,Mid,Bachelor,Field,Yes,2,3,1,71,No,Phone,Turkish,2024-05-15,2024-05-20,G**** R*******,Yes,Webinar
E03712,C**** O*******,IT,C0240,Network Engineer,Junior,High School,Office,No,5,2,2,54,No,Phone,Turkish,2024-04-17,2024-04-28,E**** T*******,Yes,Webinar
E03713,D**** S*******,Management,C0625,Plant Manager,Senior,Master,Field,Yes,6,10,1,74,No,Phone,Turkish,2024-07-15,2024-08-04,D**** S*******,Yes,CRM
E03714,T**** S*******,Sales,C0619,Sales Manager,Mid,High School,Field,No,3,3,5,44,Yes,Phone,English,2024-03-23,2024-04-19,G**** R*******,Yes,LinkedIn
E03715,A**** K*******,Marketing,C0446,Digital Marketing Executive,Mid,Bachelor,Office,Yes,25,6,3,48,No,Email,Turkish,2024-03-19,2024-03-28,D**** S*******,Yes,CRM
E03716,K**** K*******,Procurement,C0352,Procurement Manager,Senior,Bachelor,Office,Yes,0,7,1,71,No,LinkedIn,English,2024-06-08,2024-06-20,E**** T*******,Yes,CRM
E03717,A**** C*******,Procurement,C0290,Procurement Specialist,Mid,Bachelor,Office,No,4,4,0,56,Yes,Email,English,2024-09-17,2024-10-11,H**** N*******,Yes,Fair
E03718,D**** U*******,Sales,C0396,Account Manager,Mid,High School,Office,Yes,15,6,3,61,Yes,Events,Turkish,2024-03-23,2024-04-09,F**** O*******,Yes,LinkedIn
E03719,Z**** K*******,Sales,C0430,Sales Manager,Senior,Bachelor,Office,No,7,7,4,77,Yes,Phone,Turkish,2024-05-07,2024-05-30,F**** O*******,Yes,LinkedIn
E03720,T**** A*******,IT,C0052,Software Developer,Senior,Bachelor,Office,Yes,1,11,2,52,No,LinkedIn,Turkish,2024-04-16,2024-05-11,B**** K*******,Yes,CRM
E03721,S**** U*******,Procurement,C0075,Strategic Buyer,Junior,Bachelor,Office,Yes,2,0,0,83,Yes,LinkedIn,English,2024-03-23,2024-04-18,C**** D*******,Yes,LinkedIn
E03722,E**** K*******,Sales,C0525,Sales Executive,Senior,Master,Field,Yes,13,5,4,63,Yes,Email,Turkish,2024-03-25,2024-03-30,A**** Y*******,Yes,CRM
E03723,E**** G*******,Procurement,C0494,Procurement Analyst,Junior,Master,Field,Yes,0,2,2,63,Yes,LinkedIn,Turkish,2024-01-14,2024-02-06,A**** Y*******,Yes,CRM
E03724,S**** Y*******,Operations,C0596,Operations Analyst,Mid,Bachelor,Office,Yes,4,2,2,41,No,Email,Turkish,2024-01-12,2024-01-27,E**** T*******,Yes,LinkedIn
E03725,S**** C*******,Marketing,C0500,Marketing Specialist,Junior,Bachelor,Office,Yes,24,2,5,63,No,Email,Turkish,2024-07-21,2024-08-08,E**** T*******,Yes,Webinar
E03726,O**** K*******,Marketing,C0381,Digital Marketing Executive,Junior,Master,Field,Yes,12,0,5,27,No,Phone,English,2024-06-24,2024-07-22,B**** K*******,Yes,Email Campaign
E03727,N**** A*******,Quality,C0610,Quality Assurance Lead,Mid,Bachelor,Factory,Yes,1,5,0,40,No,Phone,Turkish,2024-05-26,2024-06-09,G**** R*******,Yes,LinkedIn
E03728,B**** K*******,Procurement,C0378,Procurement Manager,Junior,High School,Office,Yes,0,2,0,61,Yes,Phone,Turkish,2024-01-11,2024-01-16,D**** S*******,Yes,LinkedIn
E03729,E**** U*******,Procurement,C0514,Procurement Manager,Junior,Master,Office,Yes,1,0,2,72,No,Email,Turkish,2024-03-11,2024-04-01,H**** N*******,No,CRM
E03730,E**** C*******,Engineering,C0729,Electrical Engineer,Director,Master,Factory,Yes,3,7,0,80,No,Phone,English,2024-05-24,2024-06-13,D**** S*******,No,Fair
E03731,E**** C*******,Sales,C0583,Territory Sales Rep,Mid,PhD,Factory,No,5,6,1,91,Yes,Phone,Turkish,2024-05-02,2024-05-17,C**** D*******,Yes,CRM
E03732,Z**** D*******,Marketing,C0158,Marketing Specialist,Mid,High School,Office,Yes,13,2,3,53,No,Email,Turkish,2024-08-09,2024-08-16,D**** S*******,Yes,Email Campaign
E03733,D**** K*******,Production,C0030,Plant Supervisor,Mid,High School,Office,No,7,4,1,66,No,Email,Turkish,2024-07-20,2024-07-31,C**** D*******,Yes,LinkedIn
E03734,O**** A*******,Marketing,C0465,Growth Marketer,Junior,Master,Office,No,31,0,5,41,No,Phone,English,2024-09-24,2024-10-22,A**** Y*******,Yes,CRM
E03735,E**** C*******,Quality,C0370,Quality Assurance Lead,Mid,Bachelor,Office,Yes,7,4,2,66,No,Phone,English,2024-03-09,2024-03-24,C**** D*******,Yes,Webinar
E03736,C**** O*******,IT,C0524,Software Developer,Mid,Bachelor,Office,No,2,6,0,69,No,Phone,Turkish,2024-04-19,2024-05-12,B**** K*******,No,LinkedIn
E03737,A**** P*******,Engineering,C0294,Quality-by-Design Engineer,Senior,High School,Field,No,5,5,0,65,No,Email,Turkish,2024-08-07,2024-09-06,H**** N*******,No,CRM
E03738,E**** D*******,Quality,C0323,QA Technician,Senior,Bachelor,Office,Yes,1,10,2,94,Yes,Phone,English,2024-03-01,2024-03-06,B**** K*******,Yes,LinkedIn
E03739,N**** D*******,Marketing,C0377,Growth Marketer,Mid,Bachelor,Office,No,40,5,1,63,Yes,LinkedIn,Turkish,2024-09-17,2024-09-26,C**** D*******,Yes,CRM
E03740,D**** K*******,Procurement,C0524,Procurement Analyst,Junior,High School,Office,No,0,1,2,70,No,Email,English,2024-08-05,2024-08-11,C**** D*******,Yes,Email Campaign
E03741,B**** A*******,Management,C0275,Plant Manager,Mid,Master,Remote,No,3,5,0,26,No,Email,English,2024-08-13,2024-09-12,B**** K*******,Yes,CRM
E03742,A**** U*******,Production,C0544,Production Engineer,Junior,Bachelor,Field,No,6,1,2,24,No,Events,English,2024-09-07,2024-10-04,B**** K*******,Yes,Webinar
E03743,C**** G*******,Engineering,C0050,Mechanical Engineer,Junior,Bachelor,Office,No,7,1,1,82,No,Phone,Turkish,2024-03-14,2024-04-03,E**** T*******,Yes,CRM
E03744,D**** O*******,Production,C0135,Production Engineer,Senior,High School,Field,No,1,8,1,77,Yes,Email,Turkish,2024-07-28,2024-08-17,H**** N*******,Yes,LinkedIn
E03745,D**** K*******,Sales,C0167,Key Account Executive,Mid,Master,Office,Yes,24,2,3,55,No,LinkedIn,Turkish,2024-08-02,2024-08-12,D**** S*******,Yes,Fair
E03746,A**** K*******,Marketing,C0442,Marketing Specialist,Mid,Bachelor,Office,Yes,24,6,5,59,No,Email,Turkish,2024-04-11,2024-04-24,G**** R*******,Yes,CRM
E03747,N**** A*******,Operations,C0238,Logistics Coordinator,Junior,Master,Office,Yes,1,0,2,63,Yes,Phone,Turkish,2024-06-05,2024-06-26,C**** D*******,No,CRM
E03748,Z**** G*******,Marketing,C0155,Marketing Specialist,Junior,Bachelor,Factory,Yes,11,0,3,23,No,Email,English,2024-04-14,2024-04-22,F**** O*******,Yes,CRM
E03749,T**** O*******,Management,C0415,Country Manager,Senior,Master,Field,Yes,5,5,2,79,Yes,Phone,Turkish,2024-09-26,2024-10-06,E**** T*******,Yes,LinkedIn
E03750,B**** D*******,Production,C0477,Production Engineer,Junior,Bachelor,Factory,No,1,2,2,84,Yes,LinkedIn,Turkish,2024-07-15,2024-08-02,B**** K*******,Yes,CRM
E03751,L**** A*******,Engineering,C0019,Mechanical Engineer,Mid,Bachelor,Office,Yes,2,3,0,53,No,Email,Turkish,2024-05-31,2024-06-16,B**** K*******,No,Email Campaign
E03752,C**** A*******,Management,C0017,Country Manager,Junior,High School,Office,No,2,2,1,78,No,Phone,Turkish,2024-07-09,2024-07-15,D**** S*******,Yes,Email Campaign
E03753,S**** K*******,Sales,C0173,Sales Executive,Junior,Bachelor,Factory,No,20,0,5,69,No,Email,Turkish,2024-09-01,2024-09-12,A**** Y*******,Yes,CRM
E03754,E**** C*******,Operations,C0648,Operations Analyst,Junior,High School,Remote,Yes,0,1,0,60,No,Email,Turkish,2024-09-28,2024-10-18,F**** O*******,No,CRM
E03755,B**** A*******,Sales,C0306,Territory Sales Rep,Mid,Master,Office,No,16,3,4,72,No,Email,Turkish,2024-03-19,2024-04-05,D**** S*******,Yes,Email Campaign
